Country_Name,Country_Code,Country_code,Region,Sub_Region,Population,Agriculture,Industry,Services,Deathrate,Birthrate,Employmentrate,Unemploymentrate,Employmentcount,Unemploymentcount,Population_Rank,Year
Solomon Islands,SLB,090,Oceania,Melanesia,539614,377459.9765,49952.06782,112207.3385,5.324,31.832,70.38899994,29.61100006,379828.8981,159785.1019,5,2011
Sierra Leone,SLE,694,Africa,Sub-Saharan Africa,6611692,4176605.715,438222.9314,1996863.196,14.811,38.675,57.73799896,42.26200104,3817458.658,2794233.342,4,2011
El Salvador,SLV,222,Americas,Latin America and the Caribbean,6192560,1336787.921,1308116.408,3547655.789,6.594,19.382,58.91600037,41.08399963,3648408.672,2544151.328,4,2011
Serbia,SRB,688,Europe,Southern Europe,7234099,1535003.457,1938593.874,3760501.807,14.2,9.1,39.17699814,60.82300186,2834102.831,4399996.169,4,2011
South Sudan,SSD,728,Africa,Sub-Saharan Africa,10448857,5916247.153,2007956.751,2524757.328,12.434,37.915,64.5739975,35.4260025,6747244.658,3701612.342,3,2011
Sao Tome and Principe,STP,678,Africa,Sub-Saharan Africa,178800,40696.66743,27696.11959,110409,7.244,36.241,49.59999847,50.40000153,88684.79727,90115.20273,5,2011
Suriname,SUR,740,Americas,Latin America and the Caribbean,531589,20125.95961,126884.9757,384572.7556,7.111,19.368,49.59500122,50.40499878,263641.571,267947.429,5,2011
Slovak Republic,SVK,703,Europe,Eastern Europe,5398384,166216.2432,2023854.252,3208367.536,9.6,11.3,50.72399902,49.27600098,2738276.247,2660107.753,4,2011
Slovenia,SVN,705,Europe,Southern Europe,2052843,176503.4324,649909.5735,1226429.994,9.1,10.7,53.31600189,46.68399811,1094493.813,958349.1873,4,2011
Sweden,SWE,752,Europe,Northern Europe,9449213,187944.8431,1882850.239,7378323.444,9.5,11.8,58.43299866,41.56700134,5521458.505,3927754.495,4,2011
Eswatini,SWZ,748,Africa,Sub-Saharan Africa,1225258,840024.609,161194.9442,224026.1776,11.907,30.926,38.27000046,61.72999954,468906.2422,756351.7578,4,2011
Syrian Arab Republic,SYR,760,Asia,Western Asia,20863993,2760723.627,6558387.563,11544881.81,4.818,25.276,36.58000183,63.41999817,7632049.021,13231943.98,3,2011
Chad,TCD,148,Africa,Sub-Saharan Africa,12288651,10650942.05,748993.2527,888715.2249,14.683,46.104,67.74500275,32.25499725,8324946.957,3963704.043,3,2011
Togo,TGO,768,Africa,Sub-Saharan Africa,6679282,2478548.079,1234999.227,2965668.066,9.818,36.682,76.49700165,23.50299835,5109450.462,1569831.538,4,2011
Thailand,THA,764,Asia,South-eastern Asia,67530130,27692755.32,13128532.56,26708840.83,7.354,11.579,72.75099945,27.24900055,49128844.51,18401285.49,3,2011
Tajikistan,TJK,762,Asia,Central Asia,7815949,4367708.618,1040224.654,2408015.729,5.408,30.175,52.55699921,47.44300079,4107828.254,3708120.746,4,2011
Turkmenistan,TKM,795,Asia,Central Asia,5174061,603605.9752,2353887.284,2216619.452,7.189,26.006,62.0379982,37.9620018,3209883.87,1964177.13,4,2011
Timor-Leste,TLS,626,Asia,South-eastern Asia,1131523,516562.8848,126990.8215,487969.2938,5.922,37.687,39.63899994,60.36100006,448524.4013,682998.5987,4,2011
Tonga,TON,776,Oceania,Polynesia,104577,32714.8239,32898.87805,38962.25286,6.124,26.555,59.13399887,40.86600113,61840.562,42736.438,5,2011
Trinidad and Tobago,TTO,780,Americas,Latin America and the Caribbean,1334788,51015.59772,392334.2322,891438.2147,9.123,15.049,60.68199921,39.31800079,809976.0436,524811.9564,4,2011
Tunisia,TUN,788,Africa,Northern Africa,10761467,1760683.622,4969537.938,4031245.44,6.295,18.599,38.33800125,61.66199875,4125731.353,6635735.647,3,2011
Turkey,TUR,792,Asia,Western Asia,73409455,17734990.52,19424876.21,36249589.66,5.835,17.678,44.49599838,55.50400162,32664269.91,40745185.09,3,2011
Tanzania,TZA,834,Africa,Sub-Saharan Africa,47570902,33895218.57,2757209.482,10918473.27,8.29,40.639,80.26499939,19.73500061,38182784.2,9388117.8,3,2011
Uganda,UGA,800,Africa,Sub-Saharan Africa,35093648,23929657.94,2656589.214,8507050.939,9.802,44.666,68.22200012,31.77799988,23941588.58,11152059.42,3,2011
Ukraine,UKR,804,Europe,Eastern Europe,45706100,9297077.62,11727271.57,24681750.81,14.5,11,50.87900162,49.12099838,23254807.36,22451292.64,3,2011
Uruguay,URY,858,Americas,Latin America and the Caribbean,3385624,331554.1658,703498.7882,2350571.078,9.267,14.623,61.70500183,38.29499817,2089099.351,1296524.649,4,2011
United States,USA,840,Americas,Northern America,311644280,5129664.935,57881691.98,248632917.5,8.073,12.7,57.37599945,42.62400055,178809020.4,132835259.6,2,2011
Uzbekistan,UZB,860,Asia,Central Asia,29339400,7719195.983,10849416.75,10770786.7,4.9,21.5,59.11600113,40.88399887,17344280.04,11995119.96,3,2011
St. Vincent and the Grenadines,VCT,670,Americas,Latin America and the Caribbean,109341,7523.754256,13813.04894,88004.19733,7.07,16.84,56.51100159,43.48899841,61789.69425,47551.30575,5,2011
"Venezuela, RB",VEN,862,Americas,Latin America and the Caribbean,29463291,2444274.482,6978380.316,20040340.61,5.392,20.495,59.72200012,40.27799988,17596066.69,11867224.31,3,2011
Virgin Islands (U.S.),VIR,850,Americas,Latin America and the Caribbean,108292,2538.364589,12273.81488,93479.81872,6.6,13.8,57.98099899,42.01900101,62788.78343,45503.21657,5,2011
Vietnam,VNM,704,Asia,South-eastern Asia,89436644,43373193.43,18835356.75,27228092.12,5.734,17.471,75.72200012,24.27799988,67723215.68,21713428.32,3,2011
Vanuatu,VUT,548,Oceania,Melanesia,241871,150322.8302,14749.2937,76796.45988,4.852,27.236,66.63400269,33.36599731,161168.3286,80702.67136,5,2011
Samoa,WSM,882,Oceania,Polynesia,187665,10634.97521,28318.64879,148711.3688,5.191,27.338,30.37100029,69.62899971,56995.73769,130669.2623,5,2011
"Yemen, Rep.",YEM,887,Asia,Western Asia,24252206,6642194.298,3954322.262,13655689.44,6.958,34.162,32.17100143,67.82899857,7802177.54,16450028.46,3,2011
South Africa,ZAF,710,Africa,Sub-Saharan Africa,52263516,2404121.686,12635750.29,37223121.43,12.346,22.322,39.41199875,60.58800125,20598096.27,31665419.73,3,2011
Zambia,ZMB,894,Africa,Sub-Saharan Africa,14264756,8654142.066,1360001.894,4250612.041,9.56,39.917,68.31999969,31.68000031,9745681.256,4519074.744,3,2011
Zimbabwe,ZWE,716,Africa,Sub-Saharan Africa,14386649,9479794.301,1306307.718,3600546.707,10.954,35.932,78.28900146,21.71099854,11263163.85,3123485.154,3,2011
Afghanistan,AFG,004,Asia,Southern Asia,30696958,18934804.19,1933294.372,9828859.291,7.563,36.863,48.20600128,51.79399872,14797775.97,15899182.03,3,2012
Angola,AGO,024,Africa,Sub-Saharan Africa,25096150,12736296.13,2158519.819,10201082.75,9.525,44.058,72.17500305,27.82499695,18113147.03,6983002.972,3,2012
Albania,ALB,008,Europe,Southern Europe,2900401,1375805.254,479813.3162,1044782.43,6.879,11.888,49.72299957,50.27700043,1442166.377,1458234.623,4,2012
United Arab Emirates,ARE,784,Asia,Western Asia,8900453,36046.83476,2648507.796,6215898.138,1.482,10.895,79.31700134,20.68299866,7059572.426,1840880.574,4,2012
Argentina,ARG,032,Americas,Latin America and the Caribbean,42096739,259315.9108,9958404.636,31879017.17,7.603,17.875,56.31000137,43.68999863,23704674.31,18392064.69,3,2012
Armenia,ARM,051,Asia,Western Asia,2881922,1074265.273,509869.624,1297787.158,9.747,14.713,49.92399979,50.07600021,1438770.733,1443151.267,4,2012
Australia,AUS,036,Oceania,Australia and New Zealand,22742475,636789.2892,4712013.364,17393672.94,6.6,13.7,61.8429985,38.1570015,14064628.47,8677846.526,3,2012
Austria,AUT,040,Europe,Western Europe,8429991,394102.0953,2198541.646,5837347.499,9.4,9.4,57.35900116,42.64099884,4835358.635,3594632.365,4,2012
Azerbaijan,AZE,031,Asia,Western Asia,9295784,3500141.538,1328088.632,4467553.918,5.9,18.8,60.93799973,39.06200027,5664664.828,3631119.172,4,2012
Burundi,BDI,108,Africa,Sub-Saharan Africa,9319710,8514859.697,228612.4927,576237.6775,11.799,43.506,77.51300049,22.48699951,7223986.858,2095723.142,4,2012
Belgium,BEL,056,Europe,Western Europe,11128246,130423.0487,2421061.257,8576761.601,9.8,11.5,49.13199997,50.86800003,5467529.821,5660716.179,3,2012
Benin,BEN,204,Africa,Sub-Saharan Africa,9729160,4192197.821,1735098.359,3801863.821,9.77,38.591,68.97899628,31.02100372,6711076.914,3018083.086,4,2012
Burkina Faso,BFA,854,Africa,Sub-Saharan Africa,16571216,7878784.344,2826220.939,5866210.717,9.787,41.127,64.81700134,35.18299866,10740965.3,5830250.703,3,2012
Bangladesh,BGD,050,Asia,Southern Asia,155727053,73677583.74,29257998.88,52791473.34,5.457,20.375,54.56700134,45.43299866,84975583.1,70751469.9,2,2012
Bulgaria,BGR,100,Europe,Eastern Europe,7305888,470499.1914,2288350.276,4547038.498,15,9.5,46.56000137,53.43999863,3401621.553,3904266.447,4,2012
Bahrain,BHR,048,Asia,Western Asia,1300217,13964.33059,455921.0732,830331.5792,2.326,16.003,70.63800049,29.36199951,918447.2908,381769.7092,4,2012
"Bahamas, The",BHS,044,Americas,Latin America and the Caribbean,372039,13650.11058,50065.28741,308327.3213,6.018,14.947,65.1269989,34.8730011,242297.8354,129741.1646,5,2012
Bosnia and Herzegovina,BIH,070,Europe,Southern Europe,3648200,706875.212,1058160.379,1883164.339,10.337,9.113,34.29199982,65.70800018,1251040.737,2397159.263,4,2012
Belarus,BLR,112,Europe,Eastern Europe,9464495,936133.181,3292508.35,5235853.198,13.4,12.2,63.25,36.75,5986293.088,3478201.913,4,2012
Belize,BLZ,084,Americas,Latin America and the Caribbean,336701,56141.52402,59858.70337,220700.7598,5.428,23.248,58.93500137,41.06499863,198434.739,138266.261,5,2012
Bolivia,BOL,068,Americas,Latin America and the Caribbean,10239004,2845521.639,2109030,5284452.361,7.626,24.612,67.50099945,32.49900055,6911430.034,3327573.966,3,2012
Brazil,BRA,076,Americas,Latin America and the Caribbean,200560983,23056491.19,46157104.51,131347383.5,5.927,15.06,59.72399902,40.27600098,119783039.5,80777943.47,2,2012
Barbados,BRB,052,Americas,Latin America and the Caribbean,281585,7873.116611,53977.03041,219734.8651,10.44,12.281,59.00799942,40.99200058,166157.6752,115427.3248,5,2012
Brunei Darussalam,BRN,096,Asia,South-eastern Asia,399748,2486.432476,78238.68057,319022.8879,3.326,16.541,63.76399994,36.23600006,254895.3145,144852.6855,5,2012
Bhutan,BTN,064,Asia,Southern Asia,752967,468420.7638,65109.05885,219437.1702,6.132,19.57,64.21600342,35.78399658,483525.3145,269441.6855,5,2012
Botswana,BWA,072,Africa,Sub-Saharan Africa,2089315,583503.8827,289871.5547,1215939.583,8.304,25.079,56.24200058,43.75799942,1175072.554,914242.4456,4,2012
Central African Republic,CAF,140,Africa,Sub-Saharan Africa,4490416,3867864.797,310063.2342,312443.1535,15.546,37.343,67.21900177,32.78099823,3018412.811,1472003.189,4,2012
Canada,CAN,124,Americas,Northern America,34750545,761731.9159,6923003.882,27065810.03,7.1,11,61.37900162,38.62099838,21329537.58,13421007.42,3,2012
Switzerland,CHE,756,Europe,Western Europe,7996861,282369.1538,1727961.709,5986610.043,8,10.3,64.4980011,35.5019989,5157815.496,2839045.504,4,2012
Chile,CHL,152,Americas,Latin America and the Caribbean,17309746,1727858.906,4124912.459,11456975.3,5.905,14.006,57.77399826,42.22600174,10000532.35,7309213.647,3,2012
China,CHN,156,Asia,Eastern Asia,1350695000,312942533,398238903.7,639527062.8,7.15,12.1,67.375,32.625,910030756.3,440664243.8,1,2012
Cote d'Ivoire,CIV,384,Africa,Sub-Saharan Africa,21418603,10344971.02,1327525.004,9746106.57,13.529,37.796,57.75799942,42.24200058,12370956.6,9047646.403,3,2012
Cameroon,CMR,120,Africa,Sub-Saharan Africa,21082383,13554285.64,1904793.272,5623304.088,11.145,38.403,72.88999939,27.11000061,15366948.84,5715434.16,3,2012
"Congo, Dem. Rep.",COD,180,Africa,Sub-Saharan Africa,68978682,54824948.18,8185699.935,5968035.861,10.988,44.187,69.81900024,30.18099976,48160226.15,20818455.85,3,2012
"Congo, Rep.",COG,178,Africa,Sub-Saharan Africa,4633363,1831105.079,1084762.976,1717448.725,8.457,37.043,62.84400177,37.15599823,2911790.726,1721572.274,4,2012
Colombia,COL,170,Americas,Latin America and the Caribbean,46881475,8196756.738,9655239.454,29029478.81,5.762,16.393,63.75099945,36.24900055,29887408.87,16994066.13,3,2012
Comoros,COM,174,Africa,Sub-Saharan Africa,723868,401384.8115,108095.2056,214380.7412,7.897,34.581,40.51699829,59.48300171,293289.5852,430578.4148,5,2012
Cabo Verde,CPV,132,Africa,Sub-Saharan Africa,513979,354619.8252,34477.71226,124886.6191,5.739,22.052,53.22700119,46.77299881,273575.6084,240403.3916,5,2012
Costa Rica,CRI,188,Americas,Latin America and the Caribbean,4654122,478397.2135,845793.6067,3329931.047,4.709,15.287,55.33399963,44.66600037,2575311.85,2078810.15,4,2012
Cuba,CUB,192,Americas,Latin America and the Caribbean,11382146,2192315.105,2183892.384,7005938.294,7.526,11.087,53.33499908,46.66500092,6070667.465,5311478.535,3,2012
Cyprus,CYP,196,Asia,Western Asia,1135062,33053.00477,228953.3507,873055.6365,6.759,11.342,55.43099976,44.56900024,629176.2144,505885.7856,4,2012
Czech Republic,CZE,203,Europe,Eastern Europe,10510785,320578.9375,4007026.681,6183179.457,10.3,10.3,54.56600189,45.43399811,5735315.142,4775469.858,3,2012
Germany,DEU,276,Europe,Western Europe,80425823,1255447.089,22674452.92,56495925.39,10.8,8.4,56.76100159,43.23899841,45650502.67,34775320.33,3,2012
Djibouti,DJI,262,Africa,Sub-Saharan Africa,881185,286129.5873,242881.0191,352174.3936,8.587,24.409,55.54999924,44.45000076,489498.2608,391686.7392,5,2012
Denmark,DNK,208,Europe,Northern Europe,5591572,145045.3833,1102042.905,4344483.618,9.4,10.4,58.41799927,41.58200073,3266484.49,2325087.51,4,2012
Dominican Republic,DOM,214,Americas,Latin America and the Caribbean,10154950,1445963.363,1843326.567,6865660.263,6.03,21.539,61.38499832,38.61500168,6233615.887,3921334.113,3,2012
Algeria,DZA,012,Africa,Northern Africa,37565847,5518422.767,15306579.41,16740843.75,4.774,25.134,38,62,14275021.86,23290825.14,3,2012
Ecuador,ECU,218,Americas,Latin America and the Caribbean,15419666,4314576.882,2701525.554,8403563.858,5.157,21.352,62.84999847,37.15000153,9691259.846,5728406.154,3,2012
"Egypt, Arab Rep.",EGY,818,Africa,Northern Africa,87813257,23771926.05,21830376.23,42210954.72,6.121,27.907,42.84899902,57.15100098,37627101.63,50186155.37,3,2012
Spain,ESP,724,Europe,Southern Europe,46773055,1971952.036,9668926.344,35132176.84,8.6,9.7,44.56600189,55.43399811,20844880.58,25928174.42,3,2012
Estonia,EST,233,Europe,Northern Europe,1322696,59428.73168,411411.3651,851855.9033,11.7,10.6,55.13700104,44.86299896,729294.9072,593401.0928,4,2012
Ethiopia,ETH,231,Africa,Sub-Saharan Africa,92444183,69284140.54,6723465.211,16436576.37,7.698,33.792,79.12599945,20.87400055,73147383.73,19296799.27,3,2012
Finland,FIN,246,Europe,Northern Europe,5413971,225221.1853,1233573.284,3955176.531,9.6,11,55.0719986,44.9280014,2981582.033,2432388.967,4,2012
Fiji,FJI,242,Oceania,Melanesia,873596,368395.4172,116633.8005,388566.7656,6.747,20.849,52.60499954,47.39500046,459555.1718,414040.8282,5,2012
France,FRA,250,Europe,Western Europe,65659789,1916609.182,14287570.24,49455609.11,8.7,12.6,50.88399887,49.11600113,33410326.29,32249462.71,3,2012
Gabon,GAB,266,Africa,Sub-Saharan Africa,1756817,742940.3669,227683.4839,786193.166,8.57,31.4,39.70899963,60.29100037,697614.4561,1059202.544,4,2012
United Kingdom,GBR,826,Europe,Northern Europe,63700300,756759.5409,12145099.19,50798442.64,8.9,12.8,57.0870018,42.9129982,36364591.41,27335708.59,3,2012
Georgia,GEO,268,Asia,Western Asia,3825000,1749019.567,439301.2369,1636679.306,12.974,14.32,57.11800003,42.88199997,2184763.501,1640236.499,4,2012
Ghana,GHA,288,Africa,Sub-Saharan Africa,25733049,11029699.34,3850693.388,10852656.03,8.819,32.806,73.77500153,26.22499847,18984557.29,6748491.708,3,2012
Guinea,GIN,324,Africa,Sub-Saharan Africa,11281469,7757702.089,666734.8007,2857032.11,10.514,37.701,61.6570015,38.3429985,6955815.51,4325653.49,3,2012
"Gambia, The",GMB,270,Africa,Sub-Saharan Africa,1802125,550350.9458,286664.0163,965110.0379,8.67,41.352,53.91699982,46.08300018,971651.733,830473.267,4,2012
Guinea-Bissau,GNB,624,Africa,Sub-Saharan Africa,1638139,1382097.919,111966.8013,144074.3263,11.518,38.579,66.82700348,33.17299652,1094719.207,543419.7935,4,2012
Equatorial Guinea,GNQ,226,Africa,Sub-Saharan Africa,1038593,550246.5666,100411.1735,387935.2697,10.89,36.305,55.22700119,44.77299881,573583.7685,465009.2315,4,2012
Greece,GRC,300,Europe,Southern Europe,11045011,1436293.198,1827176.089,7781541.923,10.6,9.1,40.50799942,59.49200058,4474112.992,6570898.008,3,2012
Guatemala,GTM,320,Americas,Latin America and the Caribbean,15271056,4925984.529,2977550.375,7367520.804,5,26.768,64.50800323,35.49199677,9851053.298,5420002.702,3,2012
Guam,GUM,316,Oceania,Micronesia,159973,14471.15682,25677.26718,119824.576,4.851,17.299,58.14599991,41.85400009,93017.90043,66955.09957,5,2012
Guyana,GUY,328,Americas,Latin America and the Caribbean,753091,123115.3135,189620.7893,440354.8972,8.001,20.965,50.43899918,49.56100082,379851.5633,373239.4367,5,2012
"Hong Kong SAR, China",HKG,344,Asia,Eastern Asia,7150100,786.5109957,912281.2465,6237032.47,6.1,12.8,58.2159996,41.7840004,4162502.188,2987597.812,4,2012
Honduras,HND,340,Americas,Latin America and the Caribbean,8505646,3147514.393,1694920.082,3663211.687,4.829,23.378,59.03099823,40.96900177,5020967.74,3484678.26,4,2012
Croatia,HRV,191,Europe,Southern Europe,4267558,522903.8928,1191160.817,2553493.29,12.1,9.8,43.22299957,56.77700043,1844566.576,2422991.424,4,2012
Haiti,HTI,332,Americas,Latin America and the Caribbean,10289210,4643623.418,1165870.419,4479716.065,8.942,25.76,57.19400024,42.80599976,5884810.793,4404399.207,3,2012
Hungary,HUN,348,Europe,Eastern Europe,9920362,502367.1445,2955474.229,6462520.343,13,9.1,45.90100098,54.09899902,4553545.458,5366816.542,4,2012
Indonesia,IDN,360,Asia,South-eastern Asia,248883232,89426233.48,52439696.22,107017302.3,7.079,20.347,64.53199768,35.46800232,160609321.5,88273910.5,2,2012
India,IND,356,Asia,Southern Asia,1263065852,593691493.5,307619682.5,361754700.1,7.385,20.37,52.00999832,47.99000168,656920528.4,606145323.6,1,2012
Ireland,IRL,372,Europe,Northern Europe,4599533,215028.1765,841484.5659,3543066.184,6.4,15.6,51.44300079,48.55699921,2366137.798,2233395.202,4,2012
"Iran, Islamic Rep.",IRN,364,Asia,Southern Asia,76453574,13782286.11,26727404.65,35944647.35,4.747,18.175,37.19200134,62.80799866,28434614.27,48018959.73,3,2012
Iraq,IRQ,368,Asia,Western Asia,32776571,6801466.068,6221321.237,19753784.32,5.381,34.591,42.55599976,57.44400024,13948397.47,18828173.53,3,2012
Iceland,ISL,352,Europe,Northern Europe,320716,17796.53015,58447.28683,244472.1769,6.1,14.1,69.88999939,30.11000061,224148.4104,96567.58956,5,2012
Israel,ISR,376,Asia,Western Asia,7910500,124273.9534,1413131.745,6373094.518,5.3,21.6,59.19599915,40.80400085,4682699.512,3227800.488,4,2012
Italy,ITA,380,Europe,Southern Europe,59539717,2198801.795,16422840.25,40918074.53,10.3,9,43.52999878,56.47000122,25917638.08,33622078.92,3,2012
Jamaica,JAM,388,Americas,Latin America and the Caribbean,2840992,517856.04,439359.4171,1883776.543,6.842,17.355,57.29700089,42.70299911,1627803.211,1213188.789,4,2012
Jordan,JOR,400,Asia,Western Asia,7992573,288052.3382,2111238.231,5593282.736,3.848,28.436,35.41199875,64.58800125,2830329.851,5162243.149,4,2012
Japan,JPN,392,Asia,Eastern Asia,127629000,4935413.561,33433691.75,89259889.21,10,8.2,56.70399857,43.29600143,72370746.33,55258253.67,2,2012
Kazakhstan,KAZ,398,Asia,Central Asia,16792089,4288699.684,3254642.685,9248746.631,8.51,22.69,66.73999786,33.26000214,11207039.84,5585049.16,3,2012
Kenya,KEN,404,Africa,Sub-Saharan Africa,43646629,16797405.44,6630359.405,20218864.99,6.494,33.606,58.12200165,41.87799835,25368294.43,18278334.57,3,2012
Kyrgyz Republic,KGZ,417,Asia,Central Asia,5607200,1687318.571,1217154.945,2702726.484,6.5,27.6,58.54100037,41.45899963,3282510.973,2324689.027,4,2012
Cambodia,KHM,116,Asia,South-eastern Asia,14776866,4912716.631,3729976.601,6134025.08,6.313,24.8,84.84999847,15.15000153,12538170.58,2238695.424,3,2012
"Korea, Rep.",KOR,410,Asia,Eastern Asia,50199853,3107872.892,12287417.66,34804562.45,5.3,9.6,59.18299866,40.81700134,29709778.33,20490074.67,3,2012
Kuwait,KWT,414,Asia,Western Asia,3395556,104311.4812,872827.6672,2418416.835,2.571,18.464,67.90100098,32.09899902,2305616.513,1089939.487,4,2012
Lao PDR,LAO,418,Asia,South-eastern Asia,6415169,4305091.722,604693.8069,1505383.532,7.084,25.752,77.54599762,22.45400238,4974706.8,1440462.2,4,2012
Lebanon,LBN,422,Asia,Western Asia,4916404,136971.0161,1032444.84,3746987.992,4.573,14.449,43.13700104,56.86299896,2120789.244,2795614.756,4,2012
Liberia,LBR,430,Africa,Sub-Saharan Africa,4181563,1928327.848,496853.3144,1756423.79,8.807,36.101,54.95299911,45.04700089,2297894.278,1883668.722,4,2012
Libya,LBY,434,Africa,Northern Africa,6198258,429849.1888,1659211.628,4109196.976,5.075,21.237,43.31600189,56.68399811,2684837.553,3513420.447,4,2012
St. Lucia,LCA,662,Americas,Latin America and the Caribbean,174835,26421.06601,32138.16965,116275.7593,7.193,12.66,54.49300003,45.50699997,95272.8366,79562.1634,5,2012
Sri Lanka,LKA,144,Asia,Southern Asia,20425000,6330524.394,5324797.438,8769474.03,6.603,16.703,51.38700104,48.61299896,10495794.96,9929205.038,3,2012
Lesotho,LSO,426,Africa,Sub-Saharan Africa,2089928,254281.5359,837120.6668,998504.9095,13.713,28.555,51.22800064,48.77199936,1070628.329,1019299.671,4,2012
Lithuania,LTU,440,Europe,Northern Europe,2987773,262834.3888,749423.1071,1975515.59,13.7,10.2,50.38600159,49.61399841,1505419.351,1482353.649,4,2012
Luxembourg,LUX,442,Europe,Western Europe,530946,7035.034753,67281.47676,456629.4796,7.3,11.3,55.03300095,44.96699905,292195.5172,238750.4828,5,2012
Latvia,LVA,428,Europe,Northern Europe,2034319,170333.5328,477597.057,1386388.43,14.3,9.8,50.82300186,49.17699814,1033901.983,1000417.017,4,2012
"Macao SAR, China",MAC,446,Asia,Eastern Asia,562531,1310.697204,72470.87083,488749.4491,3.667,10.928,69.54599762,30.45400238,391217.7959,171313.2041,5,2012
Morocco,MAR,504,Africa,Northern Africa,33333789,13072844.87,7128430.854,13132512.64,5.22,21.203,44.73500061,55.26499939,14911870.71,18421918.29,3,2012
Moldova,MDA,498,Europe,Eastern Europe,3559519,941528.3783,686239.6441,1931750.978,11.517,10.962,38.47700119,61.52299881,1369596.168,2189922.832,4,2012
Madagascar,MDG,450,Africa,Sub-Saharan Africa,22346573,15390755.47,1718228.027,5237589.718,6.981,34.35,87.81700134,12.18299866,19624090.31,2722482.689,3,2012
Maldives,MDV,462,Asia,Southern Asia,386203,43644.79965,78572.9977,263985.1842,3.42,19.739,63.09600067,36.90399933,243678.6475,142524.3525,5,2012
Mexico,MEX,484,Americas,Latin America and the Caribbean,120828307,16325112.17,28706388.48,75796804.05,4.736,19.435,59.02999878,40.97000122,71324948.15,49503358.85,2,2012
"Macedonia, FYR",MKD,807,Europe,Southern Europe,2074036,359057.118,619493.8021,1095485.08,9.615,11.199,38.02500153,61.97499847,788652.2206,1285383.779,4,2012
Mali,MLI,466,Africa,Sub-Saharan Africa,16006670,10184243.79,1479976.755,4342449.458,11.727,45.115,63.48300171,36.51699829,10161514.59,5845155.41,3,2012
Malta,MLT,470,Europe,Southern Europe,420028,4469.097964,93506.62971,322052.2838,8.1,9.8,48.39099884,51.60900116,203255.7446,216772.2554,5,2012
Myanmar,MMR,104,Asia,South-eastern Asia,50986514,29247903.08,8020688.49,13717921.94,8.136,18.936,66.2480011,33.7519989,33777546.35,17208967.65,3,2012
Montenegro,MNE,499,Europe,Southern Europe,620601,35212.89941,107810.8041,477577.3083,9.84,12.105,39.67100143,60.32899857,246198.6316,374402.3684,5,2012
Mongolia,MNG,496,Asia,Eastern Asia,2814226,985541.9581,511401.1736,1317310.995,6.403,25.525,57.08800125,42.91199875,1606585.374,1207640.626,4,2012
Mozambique,MOZ,508,Africa,Sub-Saharan Africa,25676606,19396621.66,1013198.898,5266528.574,11.325,40.633,61.51599884,38.48400116,15795220.65,9881385.351,3,2012
Mauritania,MRT,478,Africa,Sub-Saharan Africa,3830239,2930209.398,322391.2096,577638.3562,8.267,35.654,44.41899872,55.58100128,1701353.812,2128885.188,4,2012
Mauritius,MUS,480,Africa,Sub-Saharan Africa,1255882,94053.00102,351772.5511,810056.4419,7.4,11.5,53.27700043,46.72299957,669096.2585,586785.7415,4,2012
Malawi,MWI,454,Africa,Sub-Saharan Africa,16097305,13705888.92,1308388.992,1083026.707,8.643,38.73,72.70200348,27.29799652,11703063.24,4394241.759,3,2012
Malaysia,MYS,458,Asia,South-eastern Asia,29170456,3705231.223,8333999.19,17131225.59,4.731,17.159,60.45700073,39.54299927,17635582.8,11534873.2,3,2012
Namibia,NAM,516,Africa,Sub-Saharan Africa,2263934,619593.4578,314324.5926,1330015.971,8.704,30.162,49.80099869,50.19900131,1127461.742,1136472.258,4,2012
New Caledonia,NCL,540,Oceania,Melanesia,259000,9681.419783,83555.99411,165762.5886,5.1,16.9,53.9070015,46.0929985,139619.1339,119380.8661,5,2012
Niger,NER,562,Africa,Sub-Saharan Africa,17731634,13638286.45,1324375.719,2769149.215,10.903,49.377,78.81600189,21.18399811,13975364.99,3756269.011,3,2012
Nigeria,NGA,566,Africa,Sub-Saharan Africa,167297284,60131664.12,20708058.25,86457564.83,13.681,40.674,52.98600006,47.01399994,88644139,78653145,2,2012
Nicaragua,NIC,558,Americas,Latin America and the Caribbean,5877108,1887668.288,1017621.282,2971818.542,4.768,21.24,61.82500076,38.17499924,3633522.066,2243585.934,4,2012
Netherlands,NLD,528,Europe,Western Europe,16754962,457913.1182,2882858.657,13414189.63,8.4,10.5,60.83499908,39.16500092,10192880.98,6562081.021,3,2012
Norway,NOR,578,Europe,Northern Europe,5018573,111763.6206,1015257.295,3891552.025,8.4,12,63.25799942,36.74200058,3174648.879,1843924.121,4,2012
Nepal,NPL,524,Asia,Southern Asia,27649925,20535045.67,2063513.853,5051364.549,6.508,21.34,81.24299622,18.75700378,22463627.52,5186297.479,3,2012
New Zealand,NZL,554,Oceania,Australia and New Zealand,4408100,300632.4276,893874.5126,3213593.081,6.82,13.87,63.01200104,36.98799896,2777632.018,1630467.982,4,2012
Oman,OMN,512,Asia,Western Asia,3464644,192634.2044,1307695.213,1964314.533,2.709,21.496,62.6609993,37.3390007,2170980.553,1293663.447,4,2012
Pakistan,PAK,586,Asia,Southern Asia,177911533,74813576.41,40535364.38,62562592.21,7.576,29.823,50.96900177,49.03099823,90679732.4,87231800.6,2,2012
